10 Requests per second, 1 client	20 Request per second, 1 client	50 Requests per second, 2 clients	100 Requests per second, 5 clients	200 Request per second, 10 clients
3	4	46	33	13
2	3	36	13	11
5	3	47	10	58
5	4	36	8	45
6	2	46	48	42
4	5	35	32	36
4	3	46	15	34
5	5	32	8	19
3	3	48	5	17
4	4	33	48	15
4	4	48	34	12
4	2	32	17	7
5	5	48	11	46
5	4	32	8	44
5	3	47	48	41
3	3	34	30	39
5	3	47	17	36
5	5	34	16	22
4	5	46	12	19
3	5	35	49	17
4	4	48	35	15
5	5	35	16	13
5	5	48	13	58
5	2	35	11	51
4	2	46	48	48
5	6	35	35	47
4	3	46	19	43
6	5	36	17	26
4	4	48	12	22
7	6	36	48	21
3	5	47	35	18
5	8	34	19	17
8	2	47	18	7
5	5	36	13	42
4	5	46	48	35
3	4	36	36	32
4	5	48	22	31
3	2	37	18	13
3	3	45	17	34
3	3	36	45	32
3	4	44	26	31
2	5	37	19	29
2	5	49	15	24
3	3	37	13	20
5	3	46	48	17
7	2	38	27	10
3	5	47	21	9
2	5	38	18	42
2	4	46	16	41
3	5	39	48	39
3	5	46	30	34
3	3	39	23	32
5	5	47	21	30
5	4	37	18	28
3	4	48	48	26
3	5	38	31	24
4	3	48	21	22
3	4	39	19	42
5	3	46	15	40
4	3	41	46	37
58	3	46	32	36
5	2	40	20	29
4	3	47	18	27
4	2	41	16	23
5	3	48	40	22
4	4	42	33	18
3	3	48	22	17
3	4	45	18	36
5	5	46	15	35
3	5	44	47	31
5	3	46	34	26
2	4	43	25	26
5	5	48	20	23
5	3	42	16	21
3	3	48	49	18
4	4	44	34	17
6	5	46	25	13
2	3	43	22	40
5	3	46	21	35
4	6	41	5	34
5	3	48	28	27
3	4	43	6	26
5	3	47	11	25
5	3	41	10	21
4	2	48	6	19
7	5	40	4	17
5	5	45	18	14
4	2	37	13	40
5	3	46	9	39
4	6	38	5	36
5	5	46	3	34
4	3	39	19	32
2	5	13	14	30
5	2	3	12	25
5	3	5	6	23
4	3	47	53	20
5	3	16	21	17
4	3	17	17	41
5	2	24	14	40
3	3	22	9	36
4	2	38	5	33
2	3	35	22	31
5	4	47	17	25
4	3	39	15	23
3	4	47	12	22
3	5	38	10	19
2	4	47	23	16
9	6	38	20	41
5	3	48	16	39
2	3	39	13	36
5	3	48	12	33
3	2	39	24	31
4	2	47	21	29
4	4	40	17	24
3	5	46	15	22
3	5	37	14	18
5	3	48	23	15
2	3	40	16	42
5	8	46	12	34
4	3	42	11	32
4	4	46	9	30
4	5	37	25	28
2	3	49	20	26
5	3	37	16	25
4	5	46	14	23
3	3	37	14	19
4	3	46	24	16
5	5	37	19	14
5	2	47	17	13
4	3	36	14	10
5	5	48	13	40
3	3	37	25	35
3	3	47	20	32
5	5	36	16	31
5	4	46	15	28
6	4	36	12	27
4	4	46	26	26
4	4	37	21	43
5	4	48	14	40
4	3	38	13	36
5	4	46	10	33
5	4	38	28	32
4	3	48	26	30
4	5	36	24	28
4	4	45	22	26
5	3	37	20	24
4	4	49	26	23
5	4	37	21	38
4	5	46	18	35
5	3	38	17	32
4	4	48	16	30
5	4	40	28	26
3	3	46	22	24
4	5	38	20	22
5	6	48	17	20
5	4	37	13	18
4	5	48	28	15
2	4	39	23	40
4	4	47	20	35
5	3	36	18	33
2	4	48	16	31
3	5	39	30	29
4	4	46	25	28
3	5	39	18	26
7	6	46	16	24
5	5	38	13	22
5	3	47	31	20
5	2	38	23	43
3	3	48	21	41
4	4	39	19	35
2	4	47	16	33
5	3	38	31	31
2	3	47	28	22
2	5	39	25	20
5	5	51	22	14
4	4	40	20	11
3	3	44	33	10
3	5	43	27	41
4	2	46	25	37
5	4	43	24	35
3	5	46	22	33
4	4	39	9	29
3	4	49	7	27
4	4	40	8	25
3	5	47	7	23
5	2	42	5	22
4	3	47	13	20
2	4	42	6	42
5	5	46	3	37
3	3	38	53	36
5	4	49	50	33
3	3	39	18	31
5	6	46	15	28
4	4	38	13	26
3	2	46	9	24
4	4	38	52	21
3	4	48	18	19
4	4	38	15	41
5	3	48	13	39
4	3	39	11	34
5	5	46	9	32
3	5	38	19	26
6	4	46	13	25
4	5	36	11	15
2	3	48	10	13
5	3	38	9	9
3	5	47	19	7
4	5	40	15	38
4	4	47	12	36
5	3	40	12	34
3	4	46	10	31
4	3	38	20	29
7	3	48	18	27
4	3	37	16	25
5	4	48	13	23
6	4	37	11	17
5	3	47	18	15
4	3	37	16	24
4	5	47	13	23
5	4	37	11	17
4	5	48	9	15
6	4	38	19	14
4	3	49	17	11
4	4	36	14	26
4	2	46	10	24
4	3	36	9	23
3	6	49	22	52
5	3	38	19	44
5	3	46	13	40
5	4	36	11	39
3	5	47	8	36
3	6	37	24	35
4	4	46	19	34
2	5	37	15	30
6	4	46	11	29
5	2	37	9	27
3	3	10	25	24
4	4	4	22	43
5	3	3	17	38
2	3	53	14	37
3	4	5	11	33
3	3	4	26	31
4	2	4	22	28
5	4	6	20	27
2	4	4	16	25
2	3	6	13	22
3	3	6	26	18
3	4	4	24	38
5	3	3	19	37
3	2	3	15	36
4	5	3	13	33
3	3	3	27	31
3	3	4	24	29
3	5	5	22	27
3	5	4	20	26
4	4	3	18	22
6	5	4	28	18
5	4	4	24	43
5	5	3	21	39
5	3	3	19	36
8	4	5	14	35
5	2	5	28	28
3	3	5	26	27
4	3	4	24	24
10	6	4	22	22
3	3	3	19	19
3	5	3	30	15
2	3	4	25	43
7	2	2	23	42
4	5	3	20	35
2	4	4	18	31
5	5	4	31	29
3	4	3	27	24
4	4	4	22	22
5	10	4	20	19
3	3	3	17	17
3	6	3	32	13
4	3	4	27	43
2	4	3	24	41
3	5	3	22	40
4	4	3	18	38
4	5	4	17	33
3	3	3	14	29
4	2	5	12	27
4	2	3	10	23
3	6	3	17	21
4	3	3	26	18
5	4	3	21	42
4	4	3	19	39
6	4	3	11	33
3	3	4	8	32
4	5	3	26	30
4	5	3	23	27
3	5	5	21	25
4	10	2	12	23
7	3	5	4	21
5	3	3	27	20
5	4	8	25	46
5	5	6	23	42
4	6	7	11	39
5	3	6	7	36
5	4	9	28	32
4	2	3	25	31
6	3	3	22	28
4	3	4	11	26
3	3	2	8	23
3	3	2	28	22
5	3	3	25	32
3	4	2	23	28
4	3	3	11	26
5	4	3	8	22
3	5	3	28	21
3	3	8	25	16
5	4	3	23	12
5	5	2	9	10
3	3	7	6	30
3	5	4	29	28
4	4	3	26	57
6	4	5	21	57
3	4	8	9	55
4	4	5	5	51
5	6	9	30	49
5	3	5	28	46
5	3	8	24	44
3	4	6	9	42
5	3	7	3	40
2	4	7	32	36
2	4	7	30	64
5	3	4	28	53
4	5	2	11	49
3	4	3	4	48
4	5	4	34	44
2	5	6	28	42
5	5	10	24	41
4	5	4	10	37
3	4	4	4	36
6	5	6	34	33
4	5	3	30	16
5	4	7	27	11
4	4	5	10	63
5	4	3	4	59
6	5	4	38	53
4	3	5	34	49
8	3	6	32	44
4	6	3	12	43
5	5	3	5	42
5	3	4	39	37
8	2	4	36	18
5	5	4	33	14
6	5	3	12	13
4	4	3	5	65
5	4	3	39	61
5	5	3	34	57
3	4	3	31	47
5	4	8	11	43
3	5	3	5	43
4	3	3	39	39
5	4	5	36	51
3	5	4	34	38
6	5	4	11	36
3	5	3	5	34
4	5	4	39	31
5	2	5	36	28
3	3	3	33	24
4	5	3	10	22
4	3	3	4	19
5	3	4	44	16
5	4	3	39	8
6	3	3	37	56
4	2	5	13	51
5	4	2	58	47
5	4	2	46	44
5	4	4	42	40
3	3	2	39	40
4	5	4	12	35
5	5	3	5	32
5	3	4	45	26
4	5	2	40	11
3	5	3	38	6
5	2	3	13	53
3	3	4	6	47
4	3	5	31	47
3	3	2	27	40
5	3	2	15	38
4	4	2	15	36
3	4	3	14	28
5	3	3	4	22
7	3	3	52	15
4	2	3	52	11
7	3	4	50	55
3	3	3	48	50
4	2	3	6	46
3	4	3	56	40
3	4	3	52	37
3	3	3	48	26
3	4	3	44	19
3	4	5	11	16
3	4	2	10	9
5	3	3	9	50
3	3	2	7	47
4	3	3	49	42
5	6	3	13	39
4	6	3	11	36
3	5	4	8	31
4	3	2	5	28
3	3	5	48	12
3	3	2	15	11
6	4	3	13	27
7	4	3	10	24
3	5	5	9	17
5	3	4	51	15
7	3	3	18	14
5	5	3	15	58
5	3	4	13	55
4	3	3	9	51
4	4	3	47	47
4	4	2	20	42
4	3	3	17	36
3	2	3	15	33
5	6	3	12	31
5	5	3	49	28
4	4	3	20	20
3	5	3	19	18
4	3	3	17	16
3	4	3	15	12
4	6	3	49	10
5	2	3	21	8
4	4	3	20	35
4	5	5	19	29
3	4	3	17	27
3	5	15	48	24
3	4	3	19	22
3	5	3	16	20
3	5	4	11	19
3	2	4	8	15
3	3	3	48	9
6	4	3	19	4
3	5	8	17	37
2	5	3	15	35
3	5	4	13	32
3	4	3	47	27
4	5	3	21	25
3	2	3	15	22
3	3	3	11	19
4	4	3	7	17
3	3	3	48	6
5	2	3	22	5
4	4	3	19	43
5	4	3	14	41
3	4	3	9	39
4	3	3	48	36
4	5	3	25	34
3	5	2	22	30
3	3	2	18	25
4	2	2	14	23
4	2	4	48	9
4	4	3	25	5
3	4	4	23	43
5	4	5	21	36
3	5	3	17	35
5	4	3	48	32
5	5	2	26	30
5	3	3	23	27
2	4	4	17	25
5	3	3	12	21
5	5	5	49	10
5	3	4	27	6
3	5	4	24	44
3	5	4	22	42
6	4	5	20	38
5	5	2	48	37
5	5	2	29	33
2	3	4	25	28
3	4	5	23	26
5	5	5	22	25
5	3	2	48	9
5	4	3	29	5
2	4	6	26	46
2	4	3	22	45
4	3	3	19	41
4	5	2	47	39
5	3	3	31	37
3	5	3	26	36
3	5	4	22	33
5	3	3	21	23
5	4	2	24	8
4	5	2	8	52
2	6	2	17	42
3	4	2	15	40
5	4	4	10	37
4	5	5	5	33
5	2	3	23	31
3	5	4	17	30
5	3	2	14	27
6	4	4	11	20
3	4	2	8	10
4	5	2	24	5
5	5	4	20	15
3	3	2	18	10
3	5	5	15	29
5	3	3	10	27
3	6	3	24	25
5	2	4	20	23
3	3	2	18	8
3	4	4	15	51
3	2	4	13	50
5	3	4	25	46
4	2	4	24	36
5	4	3	21	31
3	4	3	18	30
4	5	3	11	28
5	3	4	26	26
3	5	3	21	26
5	4	3	19	23
3	2	3	15	21
4	7	3	13	18
4	4	3	27	67
3	4	2	23	36
2	5	3	20	34
5	6	3	17	27
5	5	4	14	25
5	2	3	29	23
2	3	3	25	21
5	2	2	24	19
3	4	4	21	17
4	4	4	18	13
6	5	3	30	12
8	5	3	26	37
4	4	2	24	33
5	3	4	19	30
4	5	3	14	26
5	3	4	32	25
3	3	3	19	23
3	5	3	15	21
3	2	2	11	18
4	5	5	8	16
3	3	5	40	14
3	3	2	36	37
4	3	5	32	34
5	3	8	29	26
5	2	4	26	24
5	3	5	34	23
3	5	4	30	20
3	3	7	26	19
3	4	6	20	18
3	4	4	16	15
4	5	6	42	14
5	7	6	39	36
3	4	5	36	33
2	5	5	33	29
2	5	5	30	28
5	4	9	37	25
4	5	4	31	20
5	2	4	28	18
5	3	7	55	17
5	4	4	54	17
5	4	4	40	14
5	4	6	35	31
3	4	6	32	29
4	4	26	29	24
4	4	5	48	22
4	2	6	38	20
5	3	4	33	17
3	2	5	31	13
4	3	7	29	11
3	5	5	49	9
4	5	4	38	6
5	5	5	34	36
3	5	7	31	33
2	4	5	29	30
5	3	8	49	28
4	5	4	39	26
5	2	3	37	24
4	3	7	35	22
4	5	4	32	21
6	5	7	48	18
4	5	3	39	16
5	5	8	35	40
4	3	6	33	37
4	5	5	31	29
5	3	3	49	27
4	4	4	39	23
3	4	4	35	20
5	3	4	33	18
3	3	6	30	15
4	3	4	25	12
3	2	4	16	8
3	5	4	10	21
3	4	4	6	20
3	4	5	9	16
5	4	7	8	10
3	4	4	27	33
5	6	4	25	30
2	3	4	24	27
4	5	4	21	25
4	5	3	18	23
2	5	3	29	20
3	5	4	26	44
4	5	3	24	43
4	4	5	17	38
3	4	5	10	36
3	4	3	29	34
3	6	2	26	33
3	3	2	19	32
4	5	3	17	31
5	4	4	11	29
4	5	3	31	27
6	5	4	28	38
5	5	3	25	34
5	3	2	23	32
3	4	2	14	30
5	2	5	31	25
3	3	4	28	24
3	5	4	26	20
3	4	5	24	19
5	4	4	11	17
4	2	3	31	14
4	7	3	23	41
4	3	4	21	35
5	5	4	18	34
5	6	3	11	29
3	4	5	33	28
5	3	4	30	23
3	2	4	26	21
6	4	4	24	20
7	5	4	12	15
2	5	3	32	14
7	4	5	28	42
5	5	3	27	40
3	5	3	24	34
3	4	4	11	31
7	5	3	33	26
3	5	3	31	24
3	4	4	30	22
6	4	3	27	20
3	5	4	7	16
3	5	3	29	14
6	5	4	22	44
6	4	5	19	40
6	4	3	15	38
		3	8	35
		4	35	29
		3	33	26
		2	30	24
		6	26	20
		4	9	18
		2	33	17
		3	32	42
		5	30	37
		3	28	35
		5	8	30
		3	36	28
		4	32	26
		7	29	22
		5	28	19
		6	5	17
		4	37	15
		3	34	43
		3	31	41
		6	28	37
		5	6	36
		3	38	32
		5	34	31
		4	28	27
		3	25	25
		4	8	23
		4	40	16
		4	36	43
		5	34	42
		4	33	37
		3	8	36
		3	41	34
		3	35	29
		4	31	28
		3	30	24
		2	54	19
		4	44	15
		4	41	18
		3	39	17
		3	36	15
		2	7	11
		3	46	9
		5	42	6
		5	41	22
		3	39	9
		3	10	53
		3	17	45
		5	12	36
		4	11	35
		3	11	34
		4	11	31
		4	23	27
		7	18	25
		3	14	23
		2	8	22
		3	5	21
		3	25	18
		3	20	37
		4	18	31
		4	10	29
		3	5	28
		3	24	26
		3	21	24
		3	17	24
		6	9	20
		3	5	18
		5	33	14
		3	29	36
		3	27	33
		3	17	29
		4	14	27
		3	34	25
		5	32	23
		3	30	22
		4	16	17
		3	14	15
		3	31	11
		4	26	35
		4	23	33
		3	17	26
		3	15	24
		5	33	20
		3	30	19
		5	27	16
		4	15	14
		3	14	12
		5	35	10
		3	33	32
		3	31	30
		3	13	27
		3	8	25
		3	35	20
		3	32	18
		2	29	16
		4	14	13
		3	12	12
		5	32	10
		3	25	38
		4	20	34
		7	13	33
		3	10	32
		3	35	30
		2	32	28
		4	31	25
		4	14	20
		4	8	19
		4	36	17
		5	34	33
		2	32	31
		4	13	28
		3	8	26
		5	35	23
		4	31	18
		3	29	17
		3	13	15
		6	10	14
		3	36	9
		6	34	33
		3	32	31
		3	12	24
		6	10	22
		4	37	19
		3	34	16
		3	32	12
		3	8	11
		3	4	8
		3	38	7
		4	34	22
		4	31	20
		4	9	16
		3	6	15
		4	43	11
		4	40	10
		3	39	8
		7	13	6
		4	9	18
		4	43	14
		4	42	43
		2	40	38
		3	10	37
		4	7	27
		2	43	22
		5	40	20
		6	36	18
		4	10	14
		4	8	13
		3	24	56
		5	17	29
		4	12	28
		4	7	24
		4	5	22
		5	2	20
		3	52	18
		4	51	15
		4	49	12
		3	47	11
		3	57	6
		5	52	36
		3	50	30
		6	48	28
		3	46	26
		2	8	25
		3	53	22
		4	52	21
		4	50	16
		4	45	14
		3	10	10
		4	7	35
		4	5	31
		5	4	29
		3	49	28
		5	13	26
		3	8	22
		3	4	21
		5	55	17
		3	47	15
		5	17	9
		3	13	30
		3	55	26
		4	49	23
		3	47	21
		4	18	20
		4	15	16
		3	11	13
		3	9	11
		4	49	8
		3	17	3
		7	14	35
		4	12	28
		3	10	27
		5	49	25
		2	18	23
		4	14	19
		4	13	17
		4	10	15
		4	48	14
		4	19	4
		4	17	33
		2	15	24
		5	12	22
		4	49	16
		3	20	15
		3	15	9
		4	12	7
		4	10	52
		5	49	46
		4	18	45
		4	16	32
		4	14	30
		3	9	28
		4	48	25
		4	23	23
		3	22	21
		5	20	18
		4	18	14
		3	49	53
		4	25	47
		4	22	30
		5	20	26
		3	17	23
		5	48	21
		2	23	19
		5	16	17
		3	15	13
		5	13	9
		3	48	3
		5	26	7
		2	23	43
		4	20	39
		3	18	37
		5	48	36
		2	28	35
		5	24	33
		5	23	32
		5	20	31
		8	48	29
		3	29	15
		4	27	44
		4	23	42
		4	19	38
		2	48	36
		3	30	34
		4	26	32
		3	23	31
		6	18	29
		2	47	27
		5	27	23
		3	21	45
		2	17	41
		3	16	38
		4	19	35
		3	2	33
		4	10	31
		5	8	28
		2	7	26
		4	4	25
		3	9	23
		4	6	46
		3	55	43
		5	54	38
		4	51	36
		5	17	33
		4	14	32
		4	10	28
		3	7	26
		2	49	24
		3	18	23
		5	14	46
		4	12	42
		3	9	40
		4	51	31
		3	17	30
		5	12	26
		2	9	25
		3	6	21
		5	50	20
		3	18	17
		5	15	45
		4	12	41
		3	9	37
		2	50	35
		4	19	31
		5	16	29
		4	13	25
		5	10	24
		2	50	19
		3	20	16
		2	18	48
		4	15	44
		3	9	43
		4	49	38
		3	21	35
		4	15	33
		5	9	32
		4	7	29
		3	52	26
		3	22	23
		3	15	46
		5	13	39
		3	10	37
		5	50	35
		7	23	32
		3	20	30
		4	17	28
		4	13	23
		5	50	21
		4	14	18
		3	11	45
		3	9	43
		3	6	39
		5	50	35
		4	23	33
		4	20	31
		5	18	27
		3	16	25
		5	52	20
		4	25	19
		3	23	11
		2	20	8
		4	16	29
		5	48	25
		2	26	23
		5	24	21
		3	22	20
		4	20	19
		5	50	17
		4	23	16
		3	20	34
		3	15	31
		2	12	28
		5	50	26
		5	27	25
		4	24	24
		4	21	23
		3	17	21
		3	50	19
		3	27	18
		3	25	36
		5	23	35
		3	17	21
		5	49	20
		5	26	18
		2	19	14
		4	17	13
		4	15	10
		4	49	8
		3	27	6
		5	23	34
		4	20	30
		5	18	30
		4	31	26
		5	11	25
		3	7	21
		4	6	19
		2	9	17
		4	6	14
		3	18	11
		4	15	35
		3	12	31
		2	8	29
		4	5	27
		3	18	25
		6	13	23
		4	9	20
		5	6	19
		4	5	16
		4	18	14
		4	9	36
		5	8	31
		7	6	29
		5	3	28
		5	20	26
		2	17	23
		4	14	21
		5	12	19
		4	48	16
		2	18	15
		4	15	33
		4	13	31
		3	11	26
		2	50	24
		4	19	21
		4	16	19
		4	11	17
		4	7	15
		4	50	12
		5	20	10
		2	15	37
		2	11	31
		3	9	29
		5	49	24
		3	20	24
		2	16	19
		3	13	17
		2	12	15
		4	49	13
		4	14	10
		4	11	36
		4	7	33
		4	4	29
		3	50	27
		43	25	25
		43	22	24
		5	21	14
		47	19	12
		16	49	10
		48	26	7
		25	23	12
		49	20	10
		35	18	8
		48	49	5
		35	26	25
		46	18	23
		35	15	21
		47	13	15
		35	48	14
		47	26	13
		38	25	38
		47	21	37
		40	17	34
		46	48	30
		37	26	29
		46	23	27
		40	22	25
		46	18	23
		36	49	22
		44	25	20
		37	23	38
		49	20	35
		37	18	31
		44	48	29
		35	30	26
		45	24	23
		35	21	20
		48	17	18
		34	49	16
		46	26	13
		36	20	39
		48	18	35
		38	15	33
		48	50	30
		36	27	28
		43	22	25
		35	20	23
		46	17	20
		32	49	16
		45	29	12
		33	26	38
		49	24	35
		33	21	32
		45	39	28
		33	21	27
		46	11	22
		34	8	19
		47	7	17
		33	5	15
		47	27	10
		36	26	37
		47	15	35
		38	13	29
		49	11	27
		39	26	24
		46	22	22
		38	16	20
		44	12	17
		38	11	16
		47	26	13
		36	23	37
		48	16	33
		36	12	28
		48	12	26
		37	28	24
		46	24	17
		37	16	15
		48	13	11
		35	11	9
		47	32	6
		37	28	37
		46	15	33
		37	12	31
		48	6	27
		37	32	25
		46	30	20
		35	16	18
		48	11	16
		36	8	14
		46	33	11
		36	32	36
		46	11	32
		39	8	28
		48	6	24
		39	34	22
		45	32	19
		39	14	15
		49	10	12
		39	7	10
		51	35	7
		42	33	20
		46	11	16
		43	7	15
		47	4	9
		41	35	8
		47	33	5
		42	11	23
		47	9	16
		42	6	14
		48	36	13
		39	35	36
		48	11	32
		42	6	29
		47	51	26
		40	37	24
		46	28	21
		40	13	19
		47	10	17
		35	6	15
		48	38	12
		32	36	35
		47	12	30
		30	9	29
		43	4	25
		32	40	23
		37	38	21
		27	11	17
		47	10	15
		32	7	13
		46	47	9
		35	45	46
		40	15	41
		34	8	35
		49	5	30
		36	47	28
		47	45	23
		37	17	20
		47	12	13
		36	6	11
		48	47	60
		37	45	43
		47	18	40
		36	14	35
		48	4	30
		36	46	28
		48	45	23
		38	16	20
		46	13	17
		31	4	14
		21	47	12
		3	45	42
		4	13	36
		49	8	34
		9	3	29
		4	23	27
		23	20	25
		23	14	22
		36	10	19
		34	8	16
		43	10	13
		43	58	44
		44	56	39
		40	53	37
		49	50	33
		45	14	30
		44	8	27
		40	7	22
		47	55	21
		45	48	19
		46	15	11
		43	12	44
		46	10	40
		43	7	37
		47	49	36
		44	18	25
		44	14	20
		42	10	18
		45	7	16
		42	48	13
		48	20	8
		45	15	44
		47	10	42
		47	8	36
		43	48	34
		47	18	31
		47	13	28
		45	11	19
		45	10	17
		40	48	16
		39	21	10
		47	14	39
		45	13	34
		48	12	32
		45	48	26
		46	22	22
		41	19	16
		48	17	9
		45	16	7
		47	47	4
		41	23	16
		48	20	48
		41	18	37
		48	16	36
		43	48	33
		48	24	31
		42	18	28
		44	16	24
		36	15	22
		47	48	21
		36	28	19
		47	25	51
		39	23	47
		48	23	41
		40	47	39
		48	30	35
		40	29	31
		45	24	26
		38	22	22
		48	48	19
		39	31	15
		46	30	4
		39	27	53
		46	23	47
		38	47	44
		48	34	39
		39	30	36
		45	27	29
		36	24	23
		45	49	19
		36	33	16
		49	30	6
		33	26	56
		45	24	51
		38	48	47
		48	36	38
		37	34	37
		48	32	31
		36	29	27
		48	47	22
		37	38	20
		47	35	10
		37	33	56
		46	30	45
		40	48	44
		47	38	36
		39	34	31
		48	32	29
		37	30	25
		46	48	17
		38	39	15
		46	36	7
		39	35	4
		47	33	47
		40	47	44
		47	37	34
		39	35	30
		46	32	26
		40	31	23
		47	17	16
		42	3	13
		47	11	8
		40	10	6
		46	8	51
		42	4	49
		48	16	39
		44	10	36
		47	6	31
		41	4	27
		48	53	19
		40	20	11
		46	15	48
		39	8	45
		47	5	42
		39	52	40
		49	22	35
		38	20	32
		47	19	26
		40	9	24
		47	5	18
		40	25	14
		46	22	8
		39	20	5
		46	11	46
		38	4	44
		46	17	34
		35	16	29
		47	14	25
		36	53	20
		47	50	16
		36	26	13
		48	21	5
		37	18	26
		48	6	12
		37	53	10
		48	26	54
		37	20	50
		15	18	49
		3	6	46
		3	52	44
		49	30	37
		13	25	28
		12	26	24
		25	10	22
		24	59	21
		36	32	19
		34	30	17
		45	28	16
		41	54	14
		49	48	12
		43	35	10
		46	32	27
		41	27	25
		48	6	21
		41	3	19
		46	34	17
		37	28	15
		48	24	14
		39	6	11
		46	3	10
		37	37	6
		48	34	26
		38	32	25
		48	56	21
		39	52	19
		46	43	17
		39	42	14
		47	38	10
		40	5	9
		48	56	7
		39	48	5
		46	45	34
		39	43	32
		47	9	29
		37	54	27
		48	45	25
		39	44	20
		48	42	16
		39	7	14
		49	3	66
		39	47	60
		47	45	35
		36	43	28
		46	10	26
		37	8	24
		48	45	22
		34	43	16
		48	40	15
		36	10	11
		47	4	56
		37	48	43
		48	46	30
		37	44	28
		48	7	25
		38	52	23
		48	46	16
		39	44	15
		47	43	13
		38	36	12
		48	9	8
		38	5	47
		47	3	30
		38	12	28
		48	10	17
		38	4	16
		48	20	15
		38	11	11
		45	9	9
		37	6	7
		47	54	5
		37	22	46
		48	17	30
		37	13	28
		49	11	24
		37	9	23
		46	23	17
		37	19	15
		48	18	11
		38	16	10
		42	13	9
		32	19	47
		47	14	24
		33	12	18
		44	11	16
		22	9	14
		46	23	32
		35	18	30
		47	12	29
		35	6	28
		47	5	26
		34	26	15
		47	24	44
		33	19	43
		47	16	40
		36	12	38
		46	23	35
		36	18	33
		39	16	32
		32	14	30
		48	10	28
		36	23	27
		48	20	43
		36	17	41
		47	16	36
		36	7	34
		45	23	31
		37	20	30
		48	18	27
		37	16	25
		48	14	23
		37	22	20
		48	15	45
		36	11	41
		46	10	38
		35	8	37
		48	24	32
		36	19	31
		48	16	29
		36	14	27
		48	13	22
		36	22	20
		48	17	45
		36	15	41
		47	13	39
		37	11	36
		46	22	33
		37	19	31
		47	18	29
		38	15	26
		47	14	23
		38	23	20
		49	18	46
		39	17	42
		47	14	39
		39	12	36
		45	23	34
		39	21	30
		48	17	28
		36	14	26
		48	11	23
		37	25	16
		46	22	44
		38	19	41
		46	18	39
		39	16	37
		2	25	33
		3	23	31
		31	22	27
		30	19	26
		40	16	23
		25	25	18
		48	21	45
		24	19	42
		47	16	40
		21	14	34
		47	25	32
		23	19	31
		46	15	28
		23	14	25
		48	12	21
		22	11	14
		46	6	46
		22	3	43
		46	7	38
		24	6	36
		49	16	32
		24	12	31
		47	6	29
		22	4	26
		48	51	23
		21	19	16
		47	17	21
		21	9	20
		49	3	18
		23	52	17
		47	19	12
		22	17	36
		48	9	34
		21	5	32
		45	53	18
		24	21	46
		49	17	37
		24	8	34
		48	6	32
		24	44	28
		47	21	26
		25	17	25
		47	8	22
		25	5	21
		47	54	19
		23	24	17
		47	23	41
		25	12	38
		46	6	35
		25	53	30
		48	29	29
		25	26	26
		49	13	22
		28	8	20
		49	48	13
		27	30	11
		48	27	43
		25	12	39
		47	5	30
		23	49	27
		47	28	22
		25	22	18
		47	9	15
		24	6	14
		47	51	11
		26	32	8
		47	29	45
		25	7	41
		47	52	37
		27	47	33
		48	33	31
		29	30	23
		46	9	18
		25	3	17
		48	59	12
		27	44	8
		47	40	45
		26	18	42
		46	50	38
		28	47	33
		47	43	32
		28	41	25
		45	20	20
		29	45	17
		47	42	12
		28	38	7
		48	35	50
		28	20	47
		48	50	40
		30	48	27
		48	43	25
		30	41	23
		46	19	20
		31	50	13
		46	48	10
		31	39	8
		48	36	45
		31	18	43
		47	53	37
		32	51	33
		49	42	32
		30	38	24
		46	20	21
		31	50	16
		47	47	11
		32	39	8
		48	36	46
		32	21	41
		47	51	37
		33	45	32
		48	42	30
		34	39	24
		46	23	19
		36	32	14
		47	28	8
		36	22	5
		48	18	34
		37	12	30
		46	9	20
		36	4	16
		47	3	14
		36	56	9
		49	54	6
		38	52	4
		47	47	7
		40	60	56
		45	52	31
		38	50	29
		49	48	28
		37	43	26
		46	12	24
		37	7	23
		48	54	18
		38	50	13
		47	47	11
		40	15	10
		46	11	43
		39	7	41
		46	4	33
		39	48	31
		47	13	27
		39	8	21
		46	6	17
		40	4	13
		49	48	12
		41	13	9
		7	10	44
		2	9	40
		3	7	30
		53	48	28
		16	17	25
		45	13	21
		28	10	16
		49	5	13
		38	48	11
		44	17	7
		41	11	45
		47	8	44
		46	6	34
		47	48	28
		45	19	23
		48	16	19
		48	13	17
		45	9	12
		43	49	8
		45	19	6
		45	15	46
		47	12	44
		46	10	33
		45	48	24
		43	19	21
		45	13	17
		44	10	16
		46	9	11
		44	47	9
		48	20	4
		44	19	48
		46	17	47
		46	15	35
		45	48	25
		41	19	18
		48	14	15
		46	11	11
		47	9	8
		46	48	7
		47	22	52
		44	16	45
		48	13	44
		48	10	36
		46	48	27
		46	24	25
		46	20	22
		44	17	16
		45	15	12
		43	48	9
		46	22	5
		24	15	50
		46	10	49
		45	7	39
		46	49	29
		45	26	27
		47	22	24
		46	18	15
		48	15	11
		45	47	6
		44	27	52
		42	21	43
		47	18	40
		45	16	34
		48	48	27
		47	29	25
		46	26	21
		45	21	15
		45	17	13
		44	49	4
		45	29	3
		44	25	11
		44	22	60
		41	21	47
		47	22	45
		45	4	39
		48	9	37
		48	8	36
		43	5	35
		42	4	27
		48	16	25
		47	9	7
		45	3	5
		44	52	54
		48	51	52
		48	18	50
		46	15	49
		41	13	45
		46	6	44
		44	48	42
