10 Requests per second, 1 client	20 Request per second, 1 client	50 Requests per second, 2 clients	100 Requests per second, 5 clients	200 Request per second, 10 clients
3.6575	23.3375	25.3233333333	22.7386909528	29.4044621485
4.76619375	406.33159375	400.132538889	205.247003144	443.562852529
2.18316141181	20.1576683609	20.0033131978	14.3264441905	21.0609319008
