label	xaxis	mean	variance	stddev
experiment_59	0	1930074.66667	1.39897850828	374029.211196
experiment_54	100	2036553.0	1.69764028876	412024.306171
experiment_55	200	2048782.0	1.64940734643	406128.963069
experiment_56	300	2056371.66667	1.4542957745e	381352.300963
experiment_57	400	2001841.66667	2.52664811158	502657.747536
experiment_58	500	2106663.33333	1.61135323915	401416.646285
